Total of 186 directories 
     key    d_min cc_perfect pred_cc_perfect
1vlm/w1/  6.00   0.182   0.120 
1vlm/w2/  2.20   0.195   0.300 
1vlm/w2/  2.50   0.251   0.370 
1vlm/w2/  3.00   0.359   0.500 
1vlm/w2/  3.50   0.460   0.560 
1vlm/w2/  4.00   0.533   0.590 
1vlm/w2/  4.50   0.589   0.600 
1vlm/w2/  5.00   0.618   0.600 
1vlm/w2/  5.50   0.630   0.610 
1vlm/w2/  6.00   0.657   0.620 
1vlm/w3/  2.79   0.268   0.330 
1vlm/w3/  3.00   0.316   0.370 
1vlm/w3/  3.50   0.437   0.480 
1vlm/w3/  4.00   0.537   0.530 
1vlm/w3/  4.50   0.594   0.550 
1vlm/w3/  5.00   0.614   0.560 
1vlm/w3/  5.50   0.615   0.570 
1vlm/w3/  6.00   0.660   0.600 
1vqr/w1/  2.25   0.417   0.340 
1vqr/w1/  3.00   0.523   0.490 
1vqr/w1/  3.50   0.568   0.540 
1vqr/w1/  4.00   0.590   0.570 
1vqr/w1/  4.50   0.604   0.570 
1vqr/w1/  5.00   0.607   0.580 
1vqr/w1/  5.50   0.610   0.580 
1vqr/w1/  6.00   0.599   0.590 
1z82/w1/  2.00   0.284   0.390 
1z82/w1/  2.50   0.441   0.540 
1z82/w1/  3.00   0.556   0.620 
1z82/w1/  3.50   0.608   0.650 
1z82/w1/  4.00   0.623   0.660 
1z82/w1/  4.50   0.619   0.670 
1z82/w1/  5.00   0.626   0.670 
1z82/w1/  5.50   0.642   0.680 
1z82/w1/  6.00   0.649   0.680 
1z82/w2/  2.00   0.425   0.450 
1z82/w2/  2.50   0.561   0.590 
1z82/w2/  3.00   0.629   0.650 
1z82/w2/  3.50   0.654   0.670 
1z82/w2/  4.00   0.653   0.680 
1z82/w2/  4.50   0.642   0.680 
1z82/w2/  5.00   0.651   0.680 
1z82/w2/  5.50   0.650   0.680 
1z82/w2/  6.00   0.637   0.690 
1zy9/w1/  2.34   0.130   0.210 
1zy9/w1/  3.00   0.217   0.290 
1zy9/w1/  3.50   0.274   0.330 
1zy9/w1/  4.00   0.323   0.350 
1zy9/w1/  4.50   0.353   0.360 
1zy9/w1/  5.00   0.380   0.370 
1zy9/w1/  5.50   0.410   0.380 
1zy9/w1/  6.00   0.417   0.390 
1zy9/w2/  2.37   0.152   0.190 
1zy9/w2/  3.00   0.245   0.260 
1zy9/w2/  3.50   0.329   0.300 
1zy9/w2/  4.00   0.384   0.320 
1zy9/w2/  4.50   0.423   0.330 
1zy9/w2/  5.00   0.461   0.330 
1zy9/w2/  5.50   0.485   0.340 
1zy9/w2/  6.00   0.490   0.350 
1zy9/w3/  2.99   0.217   0.250 
1zy9/w3/  3.00   0.217   0.250 
1zy9/w3/  3.50   0.318   0.300 
1zy9/w3/  4.00   0.402   0.340 
1zy9/w3/  4.50   0.448   0.360 
1zy9/w3/  5.00   0.483   0.380 
1zy9/w3/  5.50   0.505   0.400 
1zy9/w3/  6.00   0.529   0.440 
1zyb/w1/  2.10   0.177   0.490 
1zyb/w1/  2.50   0.287   0.610 
1zyb/w1/  3.00   0.410   0.670 
1zyb/w1/  3.50   0.485   0.680 
1zyb/w1/  4.00   0.517   0.690 
1zyb/w1/  4.50   0.526   0.690 
1zyb/w1/  5.00   0.519   0.690 
1zyb/w1/  5.50   0.529   0.690 
1zyb/w1/  6.00   0.530   0.690 
1zyb/w2/  2.10   0.266   0.400 
1zyb/w2/  2.50   0.398   0.550 
1zyb/w2/  3.00   0.544   0.650 
1zyb/w2/  3.50   0.611   0.670 
1zyb/w2/  4.00   0.631   0.680 
1zyb/w2/  4.50   0.642   0.680 
1zyb/w2/  5.00   0.633   0.680 
1zyb/w2/  5.50   0.632   0.680 
1zyb/w2/  6.00   0.628   0.680 
2a2o/w1/  2.16   0.492   0.380 
2a2o/w1/  2.50   0.576   0.490 
2a2o/w1/  3.00   0.655   0.580 
2a2o/w1/  3.50   0.702   0.630 
2a2o/w1/  4.00   0.728   0.640 
2a2o/w1/  4.50   0.742   0.650 
2a2o/w1/  5.00   0.749   0.650 
2a2o/w1/  5.50   0.750   0.660 
2a2o/w1/  6.00   0.751   0.670 
2a2o/w2/  2.16   0.309   0.290 
2a2o/w2/  2.50   0.374   0.380 
2a2o/w2/  3.00   0.472   0.510 
2a2o/w2/  3.50   0.550   0.560 
2a2o/w2/  4.00   0.608   0.590 
2a2o/w2/  4.50   0.642   0.600 
2a2o/w2/  5.00   0.662   0.610 
2a2o/w2/  5.50   0.675   0.620 
2a2o/w2/  6.00   0.685   0.630 
2a3n/w1/  1.23   0.620   0.480 
2a3n/w1/  1.50   0.699   0.540 
2a3n/w1/  2.00   0.780   0.640 
2a3n/w1/  2.50   0.785   0.660 
2a3n/w1/  3.00   0.771   0.670 
2a3n/w1/  3.50   0.756   0.670 
2a3n/w1/  4.00   0.751   0.670 
2a3n/w1/  4.50   0.749   0.670 
2a3n/w1/  5.00   0.735   0.660 
2a3n/w1/  5.50   0.723   0.660 
2a3n/w1/  6.00   0.706   0.660 
2a3n/w2/  1.34   0.784   0.470 
2a3n/w2/  1.50   0.801   0.500 
2a3n/w2/  2.00   0.831   0.600 
2a3n/w2/  2.50   0.830   0.630 
2a3n/w2/  3.00   0.823   0.640 
2a3n/w2/  3.50   0.809   0.650 
2a3n/w2/  4.00   0.792   0.640 
2a3n/w2/  4.50   0.778   0.640 
2a3n/w2/  5.00   0.745   0.630 
2a3n/w2/  5.50   0.728   0.620 
2a3n/w2/  6.00   0.716   0.620 
2a3n/w3/  1.23   0.670   0.390 
2a3n/w3/  1.50   0.761   0.530 
2a3n/w3/  2.00   0.800   0.640 
2a3n/w3/  2.50   0.799   0.660 
2a3n/w3/  3.00   0.799   0.670 
2a3n/w3/  3.50   0.792   0.670 
2a3n/w3/  4.00   0.773   0.670 
2a3n/w3/  4.50   0.761   0.670 
2a3n/w3/  5.00   0.741   0.670 
2a3n/w3/  5.50   0.730   0.670 
2a3n/w3/  6.00   0.717   0.670 
2a6b/w1/  1.70   0.082   0.060 
2a6b/w1/  2.00   0.115   0.070 
2a6b/w1/  2.50   0.143   0.110 
2a6b/w1/  3.00   0.150   0.150 
2a6b/w1/  3.50   0.159   0.160 
2a6b/w1/  4.00   0.161   0.160 
2a6b/w1/  4.50   0.172   0.160 
2a6b/w1/  5.00   0.155   0.160 
2a6b/w1/  5.50   0.142   0.160 
2a6b/w1/  6.00   0.140   0.160 
2a6b/w2/  2.11   0.110   0.220 
2a6b/w2/  2.50   0.160   0.280 
2a6b/w2/  3.00   0.237   0.350 
2a6b/w2/  3.50   0.303   0.400 
2a6b/w2/  4.00   0.359   0.420 
2a6b/w2/  4.50   0.369   0.420 
2a6b/w2/  5.00   0.378   0.410 
2a6b/w2/  5.50   0.385   0.420 
2a6b/w2/  6.00   0.389   0.440 
2a6b/w3/  2.11   0.174   0.260 
2a6b/w3/  2.50   0.255   0.320 
2a6b/w3/  3.00   0.360   0.410 
2a6b/w3/  3.50   0.440   0.470 
2a6b/w3/  4.00   0.473   0.500 
2a6b/w3/  4.50   0.497   0.500 
2a6b/w3/  5.00   0.506   0.490 
2a6b/w3/  5.50   0.496   0.500 
2a6b/w3/  6.00   0.476   0.530 
2a6b/w4/  2.11   0.108   0.270 
2a6b/w4/  2.50   0.171   0.340 
2a6b/w4/  3.00   0.244   0.440 
2a6b/w4/  3.50   0.320   0.490 
2a6b/w4/  4.00   0.377   0.510 
2a6b/w4/  4.50   0.380   0.510 
2a6b/w4/  5.00   0.399   0.500 
2a6b/w4/  5.50   0.394   0.510 
2a6b/w4/  6.00   0.415   0.530 
2aml/w1/  1.50   0.404   0.330 
2aml/w1/  2.00   0.608   0.510 
2aml/w1/  2.50   0.683   0.570 
2aml/w1/  3.00   0.703   0.600 
2aml/w1/  3.50   0.704   0.610 
2aml/w1/  4.00   0.705   0.620 
2aml/w1/  4.50   0.707   0.620 
2aml/w1/  5.00   0.703   0.610 
2aml/w1/  5.50   0.695   0.610 
2aml/w1/  6.00   0.688   0.610 
2aml/w2/  1.50   0.625   0.350 
2aml/w2/  2.00   0.757   0.530 
2aml/w2/  2.50   0.788   0.590 
2aml/w2/  3.00   0.793   0.620 
2aml/w2/  3.50   0.783   0.630 
2aml/w2/  4.00   0.777   0.630 
2aml/w2/  4.50   0.766   0.630 
2aml/w2/  5.00   0.753   0.620 
2aml/w2/  5.50   0.741   0.620 
2aml/w2/  6.00   0.733   0.620 
2avn/w1/  2.35   0.306   0.320 
2avn/w1/  3.00   0.456   0.510 
2avn/w1/  3.50   0.560   0.590 
2avn/w1/  4.00   0.608   0.630 
2avn/w1/  4.50   0.624   0.640 
2avn/w1/  5.00   0.623   0.650 
2avn/w1/  5.50   0.620   0.650 
2avn/w1/  6.00   0.616   0.660 
2avn/w2/  2.44   0.210   0.530 
2avn/w2/  3.00   0.311   0.650 
2avn/w2/  3.50   0.377   0.680 
2avn/w2/  4.00   0.418   0.680 
2avn/w2/  4.50   0.452   0.680 
2avn/w2/  5.00   0.466   0.680 
2avn/w2/  5.50   0.491   0.680 
2avn/w2/  6.00   0.502   0.690 
2avn/w3/  2.44   0.213   0.470 
2avn/w3/  3.00   0.315   0.610 
2avn/w3/  3.50   0.382   0.660 
2avn/w3/  4.00   0.428   0.670 
2avn/w3/  4.50   0.462   0.680 
2avn/w3/  5.00   0.478   0.680 
2avn/w3/  5.50   0.499   0.680 
2avn/w3/  6.00   0.508   0.680 
2b8m/w1/  1.70   0.391   0.390 
2b8m/w1/  2.00   0.508   0.500 
2b8m/w1/  2.50   0.638   0.580 
2b8m/w1/  3.00   0.680   0.630 
2b8m/w1/  3.50   0.701   0.650 
2b8m/w1/  4.00   0.743   0.660 
2b8m/w1/  4.50   0.750   0.660 
2b8m/w1/  5.00   0.746   0.660 
2b8m/w1/  5.50   0.704   0.650 
2b8m/w1/  6.00   0.712   0.650 
2b8m/w2/  1.80   0.214   0.290 
2b8m/w2/  2.00   0.256   0.350 
2b8m/w2/  2.50   0.389   0.490 
2b8m/w2/  3.00   0.482   0.560 
2b8m/w2/  3.50   0.574   0.600 
2b8m/w2/  4.00   0.652   0.610 
2b8m/w2/  4.50   0.688   0.620 
2b8m/w2/  5.00   0.688   0.620 
2b8m/w2/  5.50   0.691   0.610 
2b8m/w2/  6.00   0.711   0.620 
2b8m/w3/  1.80   0.053   0.070 
2b8m/w3/  2.00   0.065   0.060 
2b8m/w3/  2.50   0.105   0.060 
2b8m/w3/  3.00   0.137   0.080 
2b8m/w3/  3.50   0.185   0.090 
2b8m/w3/  4.00   0.229   0.100 
2b8m/w3/  4.50   0.268   0.110 
2b8m/w3/  5.00   0.295   0.110 
2b8m/w3/  5.50   0.345   0.100 
2b8m/w3/  6.00   0.405   0.110 
2etd/w1/  2.28   0.066   0.060 
2etd/w1/  3.00   0.107   0.070 
2etd/w1/  3.50   0.132   0.090 
2etd/w1/  4.00   0.144   0.100 
2etd/w1/  4.50   0.138   0.110 
2etd/w1/  5.00   0.145   0.120 
2etd/w1/  5.50   0.136   0.120 
2etd/w1/  6.00   0.112   0.130 
2etd/w2/  2.28   0.340   0.410 
2etd/w2/  3.00   0.472   0.550 
2etd/w2/  3.50   0.513   0.580 
2etd/w2/  4.00   0.526   0.600 
2etd/w2/  4.50   0.523   0.600 
2etd/w2/  5.00   0.517   0.590 
2etd/w2/  5.50   0.516   0.600 
2etd/w2/  6.00   0.494   0.600 
2etd/w3/  2.29   0.404   0.380 
2etd/w3/  3.00   0.541   0.540 
2etd/w3/  3.50   0.573   0.590 
2etd/w3/  4.00   0.576   0.610 
2etd/w3/  4.50   0.557   0.620 
2etd/w3/  5.00   0.546   0.620 
2etd/w3/  5.50   0.527   0.620 
2etd/w3/  6.00   0.518   0.630 
2etj/w1/  1.74   0.371   0.300 
2etj/w1/  2.00   0.441   0.370 
2etj/w1/  2.50   0.520   0.480 
2etj/w1/  3.00   0.533   0.530 
2etj/w1/  3.50   0.533   0.550 
2etj/w1/  4.00   0.556   0.560 
2etj/w1/  4.50   0.562   0.560 
2etj/w1/  5.00   0.575   0.550 
2etj/w1/  5.50   0.586   0.560 
2etj/w1/  6.00   0.558   0.560 
2etj/w2/  1.74   0.060   0.060 
2etj/w2/  2.00   0.081   0.060 
2etj/w2/  2.50   0.126   0.080 
2etj/w2/  3.00   0.152   0.110 
2etj/w2/  3.50   0.153   0.130 
2etj/w2/  4.00   0.158   0.140 
2etj/w2/  4.50   0.168   0.140 
2etj/w2/  5.00   0.202   0.130 
2etj/w2/  5.50   0.196   0.130 
2etj/w2/  6.00   0.195   0.140 
2ets/w1/  2.25   0.426   0.350 
2ets/w1/  3.00   0.556   0.560 
2ets/w1/  3.50   0.592   0.610 
2ets/w1/  4.00   0.596   0.630 
2ets/w1/  4.50   0.602   0.630 
2ets/w1/  5.00   0.585   0.620 
2ets/w1/  5.50   0.591   0.630 
2ets/w1/  6.00   0.572   0.640 
2etv/w1/  1.70   0.178   0.180 
2etv/w1/  2.00   0.235   0.230 
2etv/w1/  2.50   0.319   0.290 
2etv/w1/  3.00   0.363   0.340 
2etv/w1/  3.50   0.389   0.370 
2etv/w1/  4.00   0.410   0.380 
2etv/w1/  4.50   0.420   0.380 
2etv/w1/  5.00   0.437   0.380 
2etv/w1/  5.50   0.439   0.380 
2etv/w1/  6.00   0.428   0.380 
2etv/w2/  1.70   0.220   0.210 
2etv/w2/  2.00   0.300   0.270 
2etv/w2/  2.50   0.406   0.350 
2etv/w2/  3.00   0.461   0.420 
2etv/w2/  3.50   0.489   0.470 
2etv/w2/  4.00   0.504   0.480 
2etv/w2/  4.50   0.518   0.480 
2etv/w2/  5.00   0.528   0.480 
2etv/w2/  5.50   0.521   0.480 
2etv/w2/  6.00   0.510   0.480 
2evr/w1/  1.60   0.045   0.070 
2evr/w1/  2.00   0.069   0.060 
2evr/w1/  2.50   0.094   0.070 
2evr/w1/  3.00   0.100   0.080 
2evr/w1/  3.50   0.112   0.080 
2evr/w1/  4.00   0.126   0.080 
2evr/w1/  4.50   0.128   0.080 
2evr/w1/  5.00   0.130   0.080 
2evr/w1/  5.50   0.139   0.080 
2evr/w1/  6.00   0.139   0.080 
2evr/w2/  1.60   0.318   0.300 
2evr/w2/  2.00   0.439   0.430 
2evr/w2/  2.50   0.501   0.520 
2evr/w2/  3.00   0.505   0.550 
2evr/w2/  3.50   0.517   0.550 
2evr/w2/  4.00   0.526   0.540 
2evr/w2/  4.50   0.535   0.540 
2evr/w2/  5.00   0.544   0.540 
2evr/w2/  5.50   0.530   0.540 
2evr/w2/  6.00   0.504   0.550 
2f4p/w1/  1.90   0.026   0.060 
2f4p/w1/  2.50   0.044   0.070 
2f4p/w1/  3.00   0.056   0.080 
2f4p/w1/  3.50   0.056   0.090 
2f4p/w1/  4.00   0.060   0.090 
2f4p/w1/  4.50   0.061   0.090 
2f4p/w1/  5.00   0.070   0.090 
2f4p/w1/  5.50   0.082   0.080 
2f4p/w1/  6.00   0.084   0.080 
2f4p/w2/  1.90   0.250   0.330 
2f4p/w2/  2.50   0.401   0.510 
2f4p/w2/  3.00   0.444   0.580 
2f4p/w2/  3.50   0.466   0.600 
2f4p/w2/  4.00   0.473   0.600 
2f4p/w2/  4.50   0.475   0.600 
2f4p/w2/  5.00   0.488   0.590 
2f4p/w2/  5.50   0.487   0.590 
2f4p/w2/  6.00   0.482   0.590 
2fea/w1/  2.00   0.161   0.060 
2fea/w1/  2.50   0.272   0.120 
2fea/w1/  3.00   0.349   0.170 
2fea/w1/  3.50   0.389   0.180 
2fea/w1/  4.00   0.406   0.190 
2fea/w1/  4.50   0.395   0.190 
2fea/w1/  5.00   0.409   0.190 
2fea/w1/  5.50   0.414   0.190 
2fea/w1/  6.00   0.399   0.190 
2fea/w2/  2.00   0.352   0.410 
2fea/w2/  2.50   0.529   0.560 
2fea/w2/  3.00   0.612   0.630 
2fea/w2/  3.50   0.645   0.650 
2fea/w2/  4.00   0.655   0.660 
2fea/w2/  4.50   0.645   0.660 
2fea/w2/  5.00   0.643   0.660 
2fea/w2/  5.50   0.631   0.660 
2fea/w2/  6.00   0.630   0.660 
2ffj/w1/  2.45   0.296   0.310 
2ffj/w1/  3.00   0.432   0.450 
2ffj/w1/  3.50   0.540   0.530 
2ffj/w1/  4.00   0.594   0.560 
2ffj/w1/  4.50   0.622   0.570 
2ffj/w1/  5.00   0.623   0.570 
2ffj/w1/  5.50   0.623   0.580 
2ffj/w1/  6.00   0.620   0.590 
2ffj/w2/  2.66   0.231   0.290 
2ffj/w2/  3.00   0.285   0.360 
2ffj/w2/  3.50   0.363   0.450 
2ffj/w2/  4.00   0.430   0.500 
2ffj/w2/  4.50   0.482   0.520 
2ffj/w2/  5.00   0.509   0.520 
2ffj/w2/  5.50   0.519   0.530 
2ffj/w2/  6.00   0.537   0.550 
2ffj/w3/  2.45   0.192   0.290 
2ffj/w3/  3.00   0.308   0.410 
2ffj/w3/  3.50   0.416   0.500 
2ffj/w3/  4.00   0.482   0.540 
2ffj/w3/  4.50   0.520   0.540 
2ffj/w3/  5.00   0.540   0.550 
2ffj/w3/  5.50   0.546   0.560 
2ffj/w3/  6.00   0.553   0.570 
2fg0/w1/  1.79   0.041   0.070 
2fg0/w1/  2.50   0.076   0.080 
2fg0/w1/  3.00   0.121   0.140 
2fg0/w1/  3.50   0.153   0.170 
2fg0/w1/  4.00   0.180   0.180 
2fg0/w1/  4.50   0.184   0.180 
2fg0/w1/  5.00   0.189   0.180 
2fg0/w1/  5.50   0.184   0.180 
2fg0/w1/  6.00   0.196   0.180 
2fg0/w2/  1.79   0.236   0.200 
2fg0/w2/  2.50   0.426   0.300 
2fg0/w2/  3.00   0.555   0.360 
2fg0/w2/  3.50   0.619   0.400 
2fg0/w2/  4.00   0.643   0.400 
2fg0/w2/  4.50   0.642   0.410 
2fg0/w2/  5.00   0.625   0.400 
2fg0/w2/  5.50   0.615   0.410 
2fg0/w2/  6.00   0.610   0.410 
2fg9/w1/  2.20   0.521   0.670 
2fg9/w1/  2.50   0.597   0.690 
2fg9/w1/  3.00   0.686   0.690 
2fg9/w1/  3.50   0.714   0.690 
2fg9/w1/  4.00   0.730   0.690 
2fg9/w1/  4.50   0.726   0.690 
2fg9/w1/  5.00   0.713   0.690 
2fg9/w1/  5.50   0.681   0.690 
2fg9/w1/  6.00   0.688   0.690 
2fg9/w2/  2.20   0.633   0.670 
2fg9/w2/  2.50   0.673   0.690 
2fg9/w2/  3.00   0.716   0.690 
2fg9/w2/  3.50   0.720   0.690 
2fg9/w2/  4.00   0.716   0.690 
2fg9/w2/  4.50   0.688   0.690 
2fg9/w2/  5.00   0.653   0.690 
2fg9/w2/  5.50   0.617   0.690 
2fg9/w2/  6.00   0.606   0.690 
2fg9/w3/  2.20   0.175   0.220 
2fg9/w3/  2.50   0.229   0.280 
2fg9/w3/  3.00   0.319   0.390 
2fg9/w3/  3.50   0.374   0.480 
2fg9/w3/  4.00   0.426   0.520 
2fg9/w3/  4.50   0.441   0.530 
2fg9/w3/  5.00   0.450   0.530 
2fg9/w3/  5.50   0.445   0.540 
2fg9/w3/  6.00   0.485   0.540 
2fna/w1/  2.00   0.251   0.260 
2fna/w1/  2.50   0.342   0.350 
2fna/w1/  3.00   0.368   0.420 
2fna/w1/  3.50   0.405   0.460 
2fna/w1/  4.00   0.460   0.500 
2fna/w1/  4.50   0.492   0.510 
2fna/w1/  5.00   0.513   0.520 
2fna/w1/  5.50   0.530   0.530 
2fna/w1/  6.00   0.547   0.540 
2fna/w2/  2.00   0.175   0.170 
2fna/w2/  2.50   0.243   0.220 
2fna/w2/  3.00   0.268   0.260 
2fna/w2/  3.50   0.284   0.280 
2fna/w2/  4.00   0.338   0.290 
2fna/w2/  4.50   0.375   0.300 
2fna/w2/  5.00   0.392   0.310 
2fna/w2/  5.50   0.423   0.310 
2fna/w2/  6.00   0.427   0.330 
2fqp/w1/  1.80   0.141   0.060 
2fqp/w1/  2.50   0.278   0.140 
2fqp/w1/  3.00   0.327   0.170 
2fqp/w1/  3.50   0.352   0.180 
2fqp/w1/  4.00   0.352   0.180 
2fqp/w1/  4.50   0.367   0.180 
2fqp/w1/  5.00   0.389   0.180 
2fqp/w1/  5.50   0.411   0.170 
2fqp/w1/  6.00   0.409   0.170 
2fqp/w2/  1.80   0.342   0.380 
2fqp/w2/  2.50   0.548   0.580 
2fqp/w2/  3.00   0.588   0.630 
2fqp/w2/  3.50   0.598   0.650 
2fqp/w2/  4.00   0.583   0.650 
2fqp/w2/  4.50   0.595   0.650 
2fqp/w2/  5.00   0.603   0.640 
2fqp/w2/  5.50   0.593   0.630 
2fqp/w2/  6.00   0.591   0.630 
2fur/w1/  1.80   0.288   0.330 
2fur/w1/  2.50   0.477   0.530 
2fur/w1/  3.00   0.578   0.600 
2fur/w1/  3.50   0.643   0.640 
2fur/w1/  4.00   0.678   0.650 
2fur/w1/  4.50   0.707   0.660 
2fur/w1/  5.00   0.730   0.660 
2fur/w1/  5.50   0.730   0.660 
2fur/w1/  6.00   0.722   0.670 
2fur/w2/  1.80   0.049   0.060 
2fur/w2/  2.50   0.094   0.070 
2fur/w2/  3.00   0.132   0.100 
2fur/w2/  3.50   0.165   0.140 
2fur/w2/  4.00   0.200   0.150 
2fur/w2/  4.50   0.233   0.160 
2fur/w2/  5.00   0.280   0.170 
2fur/w2/  5.50   0.279   0.170 
2fur/w2/  6.00   0.286   0.180 
2fur/w3/  1.90   0.326   0.320 
2fur/w3/  2.50   0.526   0.510 
2fur/w3/  3.00   0.640   0.600 
2fur/w3/  3.50   0.694   0.640 
2fur/w3/  4.00   0.720   0.650 
2fur/w3/  4.50   0.723   0.660 
2fur/w3/  5.00   0.718   0.670 
2fur/w3/  5.50   0.707   0.670 
2fur/w3/  6.00   0.701   0.670 
2fzt/w1/  2.05   0.280   0.340 
2fzt/w1/  2.50   0.396   0.460 
2fzt/w1/  3.00   0.493   0.530 
2fzt/w1/  3.50   0.534   0.560 
2fzt/w1/  4.00   0.555   0.570 
2fzt/w1/  4.50   0.544   0.540 
2fzt/w1/  5.00   0.550   0.530 
2fzt/w1/  5.50   0.527   0.530 
